transaction_id,customer_id,kyc_verified,account_age_days,transaction_amount,channel,timestamp,is_fraud,kyc_verified_flag,hour,weekday
TXN_203052,CUST_793,Yes,2085,10757.0,Pos,2025-08-23 17:44:53,0,1,17,5
TXN_203124,CUST_572,Yes,2225,168703.0,Mobile,2025-08-01 02:27:35,1,1,2,4
TXN_203735,CUST_785,Yes,2144,8384.0,Mobile,2025-08-02 21:48:13,0,1,21,5
TXN_201629,CUST_354,Yes,536,5628.0,Mobile,2025-08-18 22:01:44,0,1,22,0
TXN_204242,CUST_569,Yes,1988,4434.0,Mobile,2025-08-17 21:34:07,0,1,21,6
TXN_204861,CUST_633,Yes,1795,7318.0,Web,2025-08-22 21:07:42,0,1,21,4
TXN_200404,CUST_251,No,1227,158179.0,Atm,2025-08-17 05:38:26,0,0,5,6
TXN_202560,CUST_688,Yes,285,7808.0,Web,2025-08-10 13:52:56,0,1,13,6
TXN_204235,CUST_278,Yes,984,189273.0,Web,2025-08-14 16:40:12,1,1,16,3
TXN_204966,CUST_362,Yes,567,4358.0,Web,2025-08-19 08:14:19,0,1,8,1
TXN_204462,CUST_120,Yes,2139,4783.0,Mobile,2025-08-25 01:45:44,0,1,1,0
TXN_203956,CUST_171,Yes,467,4386.0,Web,2025-08-25 18:50:31,0,1,18,0
TXN_203024,CUST_636,Yes,1071,12780.0,Mobile,2025-08-23 15:39:25,0,1,15,5
TXN_200945,CUST_291,Yes,2911,16697.0,Atm,2025-08-04 22:20:35,0,1,22,0
TXN_204485,CUST_266,No,2369,18133.0,Mobile,2025-08-14 05:07:30,0,0,5,3
TXN_204301,CUST_223,Yes,363,199659.0,Web,2025-08-25 17:04:51,0,1,17,0
TXN_204002,CUST_207,Yes,2097,11251.0,Mobile,2025-08-07 10:56:20,0,1,10,3
TXN_203541,CUST_794,No,678,290810.0,Mobile,2025-08-14 09:39:05,0,0,9,3
TXN_203528,CUST_123,Yes,160,228736.0,Atm,2025-08-23 23:58:36,0,1,23,5
TXN_202257,CUST_208,No,2323,7736.0,Pos,2025-08-10 13:23:01,0,0,13,6
TXN_204249,CUST_166,Yes,1726,6679.0,Atm,2025-08-01 17:06:24,0,1,17,4
TXN_203361,CUST_255,No,2803,11781.0,Pos,2025-08-03 01:16:58,0,0,1,6
TXN_200632,CUST_247,Yes,585,9621.0,Mobile,2025-08-24 09:46:54,0,1,9,6
TXN_200023,CUST_194,Yes,1014,3768.0,Atm,2025-08-19 05:43:22,0,1,5,1
TXN_204676,CUST_327,Yes,42,4631.0,Mobile,2025-08-12 00:57:32,0,1,0,1
TXN_202507,CUST_397,Yes,2546,27805.0,Web,2025-08-01 07:44:10,0,1,7,4
TXN_200966,CUST_370,Yes,2505,15009.0,Pos,2025-08-25 08:39:44,0,1,8,0
TXN_202069,CUST_469,Yes,1190,9333.0,Pos,2025-08-25 19:19:26,0,1,19,0
TXN_203987,CUST_626,Yes,1975,13064.0,Web,2025-08-21 19:49:26,0,1,19,3
TXN_201166,CUST_633,Yes,1544,4943.0,Pos,2025-08-07 03:56:44,1,1,3,3
TXN_202102,CUST_481,Yes,1273,6843.0,Pos,2025-08-23 18:25:21,0,1,18,5
TXN_202140,CUST_650,Yes,833,62836.0,Mobile,2025-08-05 12:27:11,0,1,12,1
TXN_204024,CUST_559,Yes,2745,7482.0,Web,2025-08-24 00:35:22,0,1,0,6
TXN_201869,CUST_383,Yes,651,3003.0,Web,2025-08-09 18:07:12,0,1,18,5
TXN_204693,CUST_238,No,959,6875.0,Web,2025-08-07 20:37:07,0,0,20,3
TXN_201790,CUST_111,No,442,6024.0,Pos,2025-08-22 19:57:59,0,0,19,4
TXN_203437,CUST_649,Yes,1636,13697.0,Web,2025-08-11 06:25:19,0,1,6,0
TXN_202490,CUST_510,Yes,365,8856.0,Mobile,2025-08-23 21:58:48,0,1,21,5
TXN_204957,CUST_438,No,577,5092.0,Mobile,2025-08-24 08:15:08,0,0,8,6
TXN_203833,CUST_659,Yes,133,4060.0,Web,2025-08-04 14:38:32,0,1,14,0
TXN_201438,CUST_475,Yes,300,10013.0,Pos,2025-08-03 09:31:08,0,1,9,6
TXN_200273,CUST_555,No,1040,10785.0,Web,2025-08-18 15:51:04,0,0,15,0
TXN_201208,CUST_252,Yes,366,218478.0,Pos,2025-08-11 15:57:04,1,1,15,0
TXN_203746,CUST_134,Yes,757,5339.0,Web,2025-08-01 13:52:41,0,1,13,4
TXN_201637,CUST_567,Yes,2500,8702.0,Pos,2025-08-13 07:34:27,0,1,7,2
TXN_203853,CUST_364,Yes,1487,4383.0,Web,2025-08-20 21:59:40,0,1,21,2
TXN_204913,CUST_711,Yes,444,9871.0,Mobile,2025-08-01 17:55:23,0,1,17,4
TXN_204898,CUST_696,Yes,2466,8743.0,Web,2025-08-11 15:32:49,0,1,15,0
TXN_202926,CUST_783,Yes,1568,9052.0,Mobile,2025-08-08 03:48:25,0,1,3,4
TXN_204107,CUST_616,No,992,68366.0,Pos,2025-08-20 15:13:50,0,0,15,2
TXN_202325,CUST_788,No,257,139508.0,Web,2025-08-06 12:15:16,0,0,12,2
TXN_201371,CUST_307,Yes,1866,6082.0,Web,2025-08-03 15:07:05,0,1,15,6
TXN_204507,CUST_185,Yes,1794,8393.0,Mobile,2025-08-15 18:59:24,0,1,18,4
TXN_201198,CUST_562,Yes,2765,267287.0,Mobile,2025-08-23 16:27:49,0,1,16,5
TXN_200089,CUST_743,Yes,1653,17510.0,Mobile,2025-08-15 00:02:59,0,1,0,4
TXN_203150,CUST_666,Yes,1492,11241.0,Web,2025-08-22 12:28:35,0,1,12,4
TXN_200528,CUST_432,Yes,961,11340.0,Mobile,2025-08-21 17:29:47,0,1,17,3
TXN_204126,CUST_323,No,382,3381.0,Mobile,2025-08-25 06:46:04,0,0,6,0
TXN_204225,CUST_748,Yes,2623,15063.0,Web,2025-08-15 01:06:14,0,1,1,4
TXN_201147,CUST_657,Yes,1910,10783.0,Atm,2025-08-18 10:35:37,0,1,10,0
TXN_204247,CUST_762,Yes,2915,118000.0,Atm,2025-08-12 15:05:20,0,1,15,1
TXN_200980,CUST_125,Yes,174,24069.0,Web,2025-08-02 01:39:42,0,1,1,5
TXN_202736,CUST_121,Yes,427,22502.0,Web,2025-08-14 04:25:00,0,1,4,3
TXN_202920,CUST_229,Yes,588,17677.0,Web,2025-08-19 10:48:51,0,1,10,1
TXN_203187,CUST_602,Yes,1142,6474.0,Mobile,2025-08-05 22:33:39,0,1,22,1
TXN_202929,CUST_459,Yes,1866,25630.0,Mobile,2025-08-18 00:22:07,0,1,0,0
TXN_202504,CUST_254,No,591,21322.0,Web,2025-08-14 18:44:20,0,0,18,3
TXN_202046,CUST_422,No,105,174814.0,Mobile,2025-08-05 18:15:02,0,0,18,1
TXN_203269,CUST_485,Yes,2590,144599.0,Web,2025-08-14 14:11:48,0,1,14,3
TXN_204628,CUST_420,Yes,827,34410.0,Web,2025-08-10 23:20:15,0,1,23,6
TXN_203865,CUST_204,Yes,591,5450.0,Web,2025-08-19 17:41:39,0,1,17,1
TXN_204480,CUST_613,Yes,2772,166217.0,Atm,2025-08-14 11:31:27,0,1,11,3
TXN_200448,CUST_686,No,2664,10616.0,Web,2025-08-09 18:19:14,1,0,18,5
TXN_202055,CUST_607,Yes,920,35309.0,Web,2025-08-10 10:27:41,0,1,10,6
TXN_204829,CUST_534,No,2514,7165.0,Web,2025-08-04 05:51:38,1,0,5,0
TXN_202793,CUST_411,Yes,1851,203620.0,Web,2025-08-11 12:17:08,0,1,12,0
TXN_203740,CUST_780,Yes,1980,7467.0,Mobile,2025-08-02 20:28:58,0,1,20,5
TXN_203775,CUST_337,No,1468,6021.0,Mobile,2025-08-20 09:09:11,0,0,9,2
TXN_202897,CUST_762,Yes,2055,6215.0,Web,2025-08-08 14:09:37,0,1,14,4
TXN_200602,CUST_128,Yes,2817,111761.0,Pos,2025-08-16 13:38:45,0,1,13,5
TXN_201213,CUST_160,Yes,2243,8786.0,Pos,2025-08-19 21:44:55,0,1,21,1
TXN_201005,CUST_287,Yes,1879,91539.0,Mobile,2025-08-05 00:39:03,0,1,0,1
TXN_200044,CUST_662,Yes,1094,290970.0,Mobile,2025-08-04 19:29:58,0,1,19,0
TXN_200796,CUST_734,No,445,6681.0,Mobile,2025-08-17 23:02:04,0,0,23,6
TXN_203360,CUST_387,Yes,2141,2585.0,Mobile,2025-08-05 01:13:27,0,1,1,1
TXN_200126,CUST_522,Yes,2439,211389.0,Web,2025-08-22 05:37:42,0,1,5,4
TXN_204656,CUST_585,Yes,1245,30998.0,Mobile,2025-08-02 18:32:26,1,1,18,5
TXN_204524,CUST_412,Yes,19,7589.0,Pos,2025-08-19 19:02:48,0,1,19,1
TXN_200715,CUST_681,Yes,2640,4220.0,Web,2025-08-25 10:42:01,0,1,10,0
TXN_203158,CUST_446,Yes,1852,11698.0,Pos,2025-08-13 08:06:18,0,1,8,2
TXN_200736,CUST_610,No,2092,4039.0,Web,2025-08-09 14:20:04,1,0,14,5
TXN_202907,CUST_153,Yes,909,4330.0,Pos,2025-08-10 17:02:44,0,1,17,6
TXN_200153,CUST_507,Yes,1391,11856.0,Pos,2025-08-16 21:17:00,0,1,21,5
TXN_202300,CUST_537,Yes,628,89191.0,Web,2025-08-23 19:38:24,1,1,19,5
TXN_204008,CUST_134,Yes,2533,228496.0,Mobile,2025-08-02 21:22:03,1,1,21,5
TXN_204732,CUST_663,Yes,2608,5470.0,Atm,2025-08-16 01:29:12,0,1,1,5
TXN_200429,CUST_247,Yes,2160,3399.0,Pos,2025-08-17 11:54:21,0,1,11,6
TXN_204063,CUST_401,Yes,2576,10129.0,Pos,2025-08-09 02:03:25,0,1,2,5
TXN_204030,CUST_298,Yes,2717,18019.0,Mobile,2025-08-01 05:19:50,0,1,5,4
TXN_201009,CUST_139,Yes,899,56136.0,Mobile,2025-08-05 07:45:52,0,1,7,1
TXN_204500,CUST_666,Yes,616,147296.0,Web,2025-08-01 03:37:24,0,1,3,4
TXN_203259,CUST_136,Yes,273,260260.0,Web,2025-08-23 04:32:28,0,1,4,5
TXN_204980,CUST_111,Yes,2842,3110.0,Pos,2025-08-18 09:00:52,0,1,9,0
TXN_200163,CUST_299,Yes,851,4667.0,Pos,2025-08-20 03:01:47,0,1,3,2
TXN_203766,CUST_161,Yes,2596,13565.0,Mobile,2025-08-08 02:15:34,0,1,2,4
TXN_201439,CUST_682,Yes,2360,7804.0,Mobile,2025-08-24 19:33:27,1,1,19,6
TXN_203457,CUST_192,Yes,2289,13707.0,Web,2025-08-21 04:59:39,0,1,4,3
TXN_202351,CUST_475,Yes,2328,6351.0,Web,2025-08-06 12:25:45,0,1,12,2
TXN_200797,CUST_234,Yes,2096,9709.0,Pos,2025-08-09 06:15:56,0,1,6,5
TXN_200492,CUST_690,Yes,1190,8447.0,Web,2025-08-08 10:32:40,0,1,10,4
TXN_203972,CUST_270,Yes,1085,6742.0,Mobile,2025-08-01 12:16:03,0,1,12,4
TXN_202059,CUST_498,Yes,128,19888.0,Mobile,2025-08-15 23:31:00,0,1,23,4
TXN_202666,CUST_616,Yes,1652,88364.0,Web,2025-08-01 04:26:26,0,1,4,4
TXN_202234,CUST_716,No,729,3097.0,Pos,2025-08-08 08:40:01,0,0,8,4
TXN_203691,CUST_588,Yes,2723,11639.0,Pos,2025-08-08 15:13:15,0,1,15,4
TXN_201723,CUST_161,Yes,1744,13665.0,Mobile,2025-08-06 10:40:11,1,1,10,2
TXN_201707,CUST_492,No,174,3945.0,Web,2025-08-16 19:21:29,0,0,19,5
TXN_204366,CUST_387,Yes,2697,20536.0,Web,2025-08-20 17:59:15,1,1,17,2
TXN_202146,CUST_674,No,1593,19224.0,Web,2025-08-25 19:26:44,0,0,19,0
TXN_204539,CUST_773,Yes,917,217703.0,Web,2025-08-15 11:27:33,0,1,11,4
TXN_201968,CUST_243,Yes,2419,10160.0,Web,2025-08-09 01:07:21,0,1,1,5
TXN_202455,CUST_564,No,507,15599.0,Pos,2025-08-12 00:45:18,0,0,0,1
TXN_200974,CUST_300,No,232,3344.0,Web,2025-08-19 01:55:59,0,0,1,1
TXN_202772,CUST_273,Yes,2774,2729.0,Web,2025-08-07 00:11:10,0,1,0,3
TXN_203381,CUST_440,Yes,585,11903.0,Web,2025-08-10 11:04:16,0,1,11,6
TXN_200234,CUST_105,Yes,973,5225.0,Web,2025-08-11 11:29:55,0,1,11,0
TXN_201396,CUST_571,Yes,1382,9896.0,Pos,2025-08-19 06:23:14,0,1,6,1
TXN_204185,CUST_104,Yes,627,4198.0,Web,2025-08-03 15:53:23,0,1,15,6
TXN_201938,CUST_764,Yes,999,114712.0,Web,2025-08-02 08:49:41,0,1,8,5
TXN_204146,CUST_536,Yes,1099,137121.0,Mobile,2025-08-15 09:18:27,1,1,9,4
TXN_202118,CUST_573,No,2118,13408.0,Web,2025-08-22 12:43:01,1,0,12,4
TXN_203673,CUST_607,Yes,537,13027.0,Mobile,2025-08-08 23:17:07,0,1,23,4
TXN_203485,CUST_752,Yes,2425,34103.0,Mobile,2025-08-05 03:54:40,0,1,3,1
TXN_204545,CUST_603,Yes,1850,12733.0,Pos,2025-08-23 06:02:00,0,1,6,5
TXN_204523,CUST_241,Yes,1728,18277.0,Mobile,2025-08-19 14:03:18,0,1,14,1
TXN_204073,CUST_419,Yes,2230,16714.0,Pos,2025-08-19 16:37:55,0,1,16,1
TXN_200052,CUST_174,Yes,2333,10160.0,Mobile,2025-08-10 17:52:50,0,1,17,6
TXN_203432,CUST_150,Yes,47,16088.0,Mobile,2025-08-09 15:33:28,0,1,15,5
TXN_202127,CUST_203,Yes,2368,14991.0,Mobile,2025-08-08 13:32:38,0,1,13,4
TXN_200680,CUST_394,Yes,2694,4095.0,Web,2025-08-23 02:29:34,0,1,2,5
TXN_201495,CUST_636,No,458,6801.0,Web,2025-08-07 23:06:42,0,0,23,3
TXN_201298,CUST_244,Yes,1094,8202.0,Mobile,2025-08-03 04:39:05,0,1,4,6
TXN_204793,CUST_194,Yes,2148,6839.0,Web,2025-08-18 12:23:52,0,1,12,0
TXN_204457,CUST_140,Yes,239,6290.0,Web,2025-08-20 08:34:43,0,1,8,2
TXN_202265,CUST_545,Yes,1983,7978.0,Pos,2025-08-14 14:32:20,0,1,14,3
TXN_204882,CUST_683,Yes,2655,6621.0,Mobile,2025-08-02 11:01:04,0,1,11,5
TXN_204292,CUST_189,Yes,913,16159.0,Web,2025-08-20 19:25:58,0,1,19,2
TXN_203914,CUST_405,Yes,2947,3925.0,Web,2025-08-05 20:56:10,0,1,20,1
TXN_200909,CUST_134,Yes,1394,1776.0,Mobile,2025-08-04 05:55:32,0,1,5,0
TXN_201456,CUST_744,Yes,772,2783.0,Pos,2025-08-14 15:40:04,0,1,15,3
TXN_200220,CUST_693,Yes,1727,13894.0,Web,2025-08-18 08:11:12,0,1,8,0
TXN_201103,CUST_546,Yes,2944,6653.0,Pos,2025-08-25 07:35:51,0,1,7,0
TXN_203700,CUST_406,Yes,1330,17177.0,Atm,2025-08-01 07:23:27,0,1,7,4
TXN_201738,CUST_286,No,686,22132.0,Atm,2025-08-25 16:17:54,0,0,16,0
TXN_201838,CUST_310,Yes,356,121614.0,Web,2025-08-20 21:41:56,0,1,21,2
TXN_202825,CUST_104,Yes,2451,11130.0,Web,2025-08-07 02:23:56,0,1,2,3
TXN_203287,CUST_709,Yes,1221,7116.0,Atm,2025-08-03 16:28:20,0,1,16,6
TXN_203582,CUST_437,Yes,1574,9940.0,Pos,2025-08-17 20:59:52,0,1,20,6
TXN_201311,CUST_745,Yes,2724,77350.0,Mobile,2025-08-11 08:45:05,0,1,8,0
TXN_200362,CUST_430,Yes,330,9028.0,Web,2025-08-04 04:03:17,0,1,4,0
TXN_203609,CUST_179,No,2638,8900.0,Web,2025-08-07 11:01:50,0,0,11,3
TXN_200407,CUST_696,Yes,1303,4396.0,Pos,2025-08-16 00:49:39,1,1,0,5
TXN_201585,CUST_393,Yes,2578,4199.0,Web,2025-08-10 21:19:22,0,1,21,6
TXN_204066,CUST_310,Yes,1248,12797.0,Web,2025-08-21 01:17:07,0,1,1,3
TXN_201697,CUST_242,Yes,2618,8334.0,Mobile,2025-08-07 23:57:41,0,1,23,3
TXN_201534,CUST_222,Yes,1824,14311.0,Web,2025-08-02 06:16:39,0,1,6,5
TXN_202363,CUST_266,Yes,1019,19907.0,Pos,2025-08-10 22:37:58,0,1,22,6
TXN_204392,CUST_221,Yes,2943,61014.0,Pos,2025-08-08 07:36:59,0,1,7,4
TXN_203168,CUST_348,Yes,1798,11175.0,Pos,2025-08-18 06:38:47,0,1,6,0
TXN_201816,CUST_656,Yes,1181,230228.0,Atm,2025-08-04 04:05:27,0,1,4,0
TXN_204806,CUST_261,Yes,1995,187069.0,Web,2025-08-07 01:54:45,0,1,1,3
TXN_200048,CUST_166,Yes,2850,5498.0,Mobile,2025-08-04 13:51:34,0,1,13,0
TXN_203907,CUST_416,Yes,1996,8821.0,Pos,2025-08-18 11:41:28,0,1,11,0
TXN_200623,CUST_676,Yes,702,63738.0,Mobile,2025-08-25 09:39:12,0,1,9,0
TXN_200656,CUST_109,Yes,665,7598.0,Mobile,2025-08-22 10:47:56,0,1,10,4
TXN_202662,CUST_776,Yes,1011,22768.0,Mobile,2025-08-10 23:45:45,0,1,23,6
TXN_201804,CUST_125,Yes,1456,56065.0,Pos,2025-08-15 15:08:10,0,1,15,4
TXN_202444,CUST_516,No,1960,6331.0,Mobile,2025-08-15 09:01:47,1,0,9,4
TXN_202865,CUST_764,Yes,2971,22480.0,Mobile,2025-08-22 01:38:33,0,1,1,4
TXN_203598,CUST_114,No,836,5570.0,Mobile,2025-08-20 07:23:35,1,0,7,2
TXN_203581,CUST_215,Yes,2744,219533.0,Mobile,2025-08-06 05:37:25,0,1,5,2
TXN_203232,CUST_686,Yes,1850,2727.0,Web,2025-08-17 23:26:20,0,1,23,6
TXN_204419,CUST_559,Yes,2444,2940.0,Web,2025-08-17 04:50:17,0,1,4,6
TXN_201887,CUST_237,Yes,2645,4756.0,Web,2025-08-12 09:53:06,0,1,9,1
TXN_201536,CUST_543,Yes,2851,32958.0,Mobile,2025-08-25 22:07:42,0,1,22,0
TXN_202868,CUST_349,Yes,546,7195.0,Web,2025-08-21 23:26:02,0,1,23,3
TXN_203211,CUST_303,Yes,913,5030.0,Mobile,2025-08-19 05:34:36,1,1,5,1
TXN_203804,CUST_231,No,2999,11123.0,Atm,2025-08-03 05:19:02,0,0,5,6
TXN_204172,CUST_168,Yes,1666,297196.0,Mobile,2025-08-12 20:49:56,0,1,20,1
TXN_200019,CUST_451,Yes,462,14017.0,Web,2025-08-20 19:00:24,0,1,19,2
TXN_201712,CUST_593,Yes,1867,16538.0,Atm,2025-08-10 04:48:50,0,1,4,6
TXN_201818,CUST_420,Yes,118,15557.0,Mobile,2025-08-22 04:55:23,0,1,4,4
TXN_201410,CUST_383,Yes,887,22972.0,Mobile,2025-08-18 02:31:01,0,1,2,0
TXN_202986,CUST_469,No,2216,14520.0,Pos,2025-08-15 00:19:36,0,0,0,4
TXN_201469,CUST_662,Yes,1644,9388.0,Mobile,2025-08-12 10:21:14,0,1,10,1
TXN_203521,CUST_621,Yes,2256,272514.0,Web,2025-08-11 04:25:04,0,1,4,0
TXN_200471,CUST_192,Yes,296,14774.0,Mobile,2025-08-25 08:08:11,0,1,8,0
TXN_202697,CUST_505,Yes,878,7038.0,Pos,2025-08-14 20:06:52,0,1,20,3
TXN_202172,CUST_136,Yes,297,7619.0,Web,2025-08-12 10:11:04,0,1,10,1
TXN_203082,CUST_103,Yes,196,13074.0,Web,2025-08-07 06:15:59,0,1,6,3
TXN_204914,CUST_303,Yes,1600,10713.0,Mobile,2025-08-06 01:08:32,0,1,1,2
TXN_202394,CUST_714,Yes,2090,7256.0,Web,2025-08-07 16:59:36,0,1,16,3
TXN_204667,CUST_456,Yes,1750,5121.0,Mobile,2025-08-10 16:54:12,0,1,16,6
TXN_203481,CUST_531,Yes,29,7796.0,Mobile,2025-08-03 12:19:34,0,1,12,6
TXN_202872,CUST_790,Yes,314,4830.0,Web,2025-08-19 07:50:52,0,1,7,1
TXN_202690,CUST_596,Yes,649,4341.0,Web,2025-08-09 20:43:23,0,1,20,5
TXN_200860,CUST_233,Yes,1582,3082.0,Mobile,2025-08-06 07:12:46,0,1,7,2
TXN_200820,CUST_326,Yes,2791,6527.0,Web,2025-08-07 08:22:13,0,1,8,3
TXN_200480,CUST_521,No,2599,11676.0,Mobile,2025-08-10 20:07:27,1,0,20,6
TXN_204606,CUST_764,Yes,1616,8442.0,Web,2025-08-10 23:57:49,0,1,23,6
TXN_200512,CUST_700,Yes,439,157582.0,Mobile,2025-08-25 05:56:31,1,1,5,0
TXN_201497,CUST_489,No,431,14375.0,Mobile,2025-08-20 21:42:37,0,0,21,2
TXN_204846,CUST_349,Yes,1531,6006.0,Web,2025-08-12 23:16:27,0,1,23,1
TXN_204978,CUST_782,Yes,1114,29380.0,Mobile,2025-08-15 03:19:30,0,1,3,4
TXN_203738,CUST_363,Yes,1216,8370.0,Mobile,2025-08-07 22:52:22,0,1,22,3
TXN_201310,CUST_527,Yes,2007,220515.0,Atm,2025-08-21 21:04:35,0,1,21,3
TXN_203545,CUST_160,No,649,1817.0,Mobile,2025-08-04 03:01:14,0,0,3,0
TXN_203591,CUST_644,Yes,1891,12858.0,Mobile,2025-08-10 12:24:22,0,1,12,6
TXN_200620,CUST_607,Yes,2225,6172.0,Pos,2025-08-14 01:29:46,0,1,1,3
TXN_201491,CUST_778,Yes,2462,7369.0,Mobile,2025-08-12 07:20:43,0,1,7,1
TXN_203657,CUST_243,Yes,1496,20534.0,Pos,2025-08-18 03:53:46,0,1,3,0
TXN_203781,CUST_596,Yes,368,9204.0,Pos,2025-08-04 15:18:09,0,1,15,0
TXN_201844,CUST_575,Yes,1252,4238.0,Web,2025-08-24 14:57:33,0,1,14,6
TXN_201109,CUST_245,Yes,1361,5561.0,Mobile,2025-08-05 16:19:35,0,1,16,1
TXN_201309,CUST_497,Yes,1907,239251.0,Web,2025-08-07 10:48:41,0,1,10,3
TXN_203920,CUST_491,No,1064,206486.0,Atm,2025-08-19 23:39:03,0,0,23,1
TXN_200867,CUST_524,Yes,2552,224912.0,Web,2025-08-02 18:03:42,0,1,18,5
TXN_201990,CUST_365,Yes,1575,8135.0,Mobile,2025-08-17 00:36:41,1,1,0,6
TXN_200388,CUST_689,Yes,1539,8912.0,Mobile,2025-08-02 01:58:49,0,1,1,5
TXN_201114,CUST_777,Yes,2344,9260.0,Atm,2025-08-08 09:59:50,0,1,9,4
TXN_204623,CUST_257,Yes,2671,52112.0,Web,2025-08-17 23:39:02,0,1,23,6
TXN_203852,CUST_444,Yes,2895,2534.0,Web,2025-08-22 09:08:03,0,1,9,4
TXN_202095,CUST_473,Yes,2918,7634.0,Mobile,2025-08-22 07:02:02,0,1,7,4
TXN_204599,CUST_285,No,70,128930.0,Pos,2025-08-15 03:27:01,1,0,3,4
TXN_200585,CUST_289,Yes,2991,12601.0,Mobile,2025-08-21 00:27:48,0,1,0,3
TXN_201560,CUST_684,Yes,2170,11671.0,Web,2025-08-08 11:07:32,0,1,11,4
